"sid","school_code","grade_level","year","male","race_ethnicity","eco_dis","title_1","migrant","lep","iep","rdg_ss","math_ss","wrtg_ss","composition"
"000002234","000000003","4",2006,"F","W",0,NA,NA,0,"0",1285.78315276581,1335.61030062511,NA,NA
"000002235","000000011","4",2006,"F","B",1,NA,NA,0,"0",1721.88758526667,1772.97789026612,NA,NA
"000002236","000000001","5",2006,"M","W",0,NA,NA,0,"1",1752.94808680035,1857.00821283212,NA,NA
"000002238","000000003","3",2006,"F","W",9,NA,NA,0,"1",1228.62519027383,1275.80956010106,NA,NA
"000002240","000000005","3",2006,"M","H",0,NA,NA,0,"0",1430.32466110461,1493.24444658329,NA,NA
"000002241","000000006","3",2006,"M","B",1,NA,NA,0,"1",1290.35745418095,1365.63676323497,NA,NA
"000002242","000000008","4",2006,"M","W",0,NA,NA,0,"0",1586.53378084567,1671.91092542206,NA,NA
"000002243","000000011","3",2006,"M","W",0,NA,NA,0,"1",1444.65313588615,1507.73045352885,NA,NA
"000002244","000000003","5",2006,"F","W",1,NA,NA,0,"0",1552.59644526245,1620.49134725525,NA,NA
"000002247","000000011","3",2006,"M","W",0,NA,NA,1,"0",1733.61923051409,1787.91198414964,NA,NA
"000002248","000000003","5",2006,"F","B",0,NA,NA,0,"0",1674.54203304242,1741.95161621711,NA,NA
"000002249","000000006","4",2006,"M","W",2,NA,NA,0,"0",1528.09643958001,1616.3954488253,NA,NA
"000002250","000000005","3",2006,"F","B",0,NA,NA,0,"0",1502.08002854817,1527.92493269682,NA,NA
"000002251","000000011","3",2006,"M","A",0,NA,NA,0,"0",1452.40426126677,1515.7655077813,NA,NA
"000002252","000000003","4",2006,"F","A",0,NA,NA,0,"0",1311.66868923898,1361.0172651721,NA,NA
"000002253","000000005","4",2006,"M","W",1,NA,NA,0,"1",1516.71553538673,1606.53267210101,NA,NA
"000002254","000000004","4",2006,"M","W",0,NA,NA,0,"0",1532.52618508933,1620.15640916247,NA,NA
"000002255","000000003","6",2006,"M","H",2,NA,NA,0,"0",1571.64485958323,1648.12067605956,NA,NA
"000002256","000000006","3",2006,"M","A",1,NA,NA,0,"0",1536.18880083719,1592.55648642036,NA,NA
"000002258","000000001","3",2006,"M","W",0,NA,NA,0,"0",1460.95718767867,1524.55514805356,NA,NA
"000002260","000000001","3",2006,"F","W",2,NA,NA,0,"0",1524.38377452415,1548.20245540335,NA,NA
"000002264","000000003","4",2006,"F","B",0,NA,NA,0,"0",1532.52618508933,1587.40963028897,NA,NA
"000002265","000000005","4",2006,"F","B",1,NA,NA,0,"0",1450.65882216573,1508.31438848262,NA,NA
"000002266","000000007","3",2006,"F","W",2,NA,NA,0,"0",1430.32466110461,1459.88627237524,NA,NA
"000002267","000000012","5",2006,"M","H",1,NA,NA,0,"0",1435.22968706892,1543.07804230062,NA,NA
"000002269","000000008","5",2006,"M","W",0,NA,NA,0,"0",1583.32301602626,1679.51235422102,NA,NA
"000002270","000000003","4",2006,"F","W",0,NA,NA,0,"1",1741.18929429123,1791.94715730275,NA,NA
"000002271","000000002","5",2006,"M","W",0,NA,NA,0,"0",1332.66362976204,1438.35716717782,NA,NA
"000002273","000000005","4",2006,"F","W",0,NA,NA,0,"0",1516.71553538673,1573.78589322751,NA,NA
"000002274","000000003","3",2006,"M","W",1,NA,NA,0,"0",1402.59581112841,1468.54487961343,NA,NA
"000002275","000000005","3",2006,"F","B",0,NA,NA,0,"0",1491.41190768244,1518.42686129326,NA,NA
"000002276","000000010","4",2006,"M","W",0,NA,NA,0,"0",1516.71553538673,1606.53267210101,NA,NA
"000002277","000000005","4",2006,"F","H",0,NA,NA,0,"0",1669.21258054065,1720.6866754882,NA,NA
"000002278","000000005","3",2006,"F","B",0,NA,NA,0,"0",1674.70408584383,1695.94223362103,NA,NA
"000002279","000000006","6",2006,"M","W",1,NA,NA,1,"0",1553.75232211118,1625.20655921103,NA,NA
"000002280","000000011","5",2006,"F","W",0,NA,NA,0,"0",1829.30709919154,1908.00979482289,NA,NA
"000002282","000000003","5",2006,"F","A",0,NA,NA,0,"0",1318.07791891624,1392.1680018749,NA,NA
"000002283","000000006","6",2006,"F","H",2,NA,NA,0,"0",1566.94769476431,1609.65762175255,NA,NA
"000002284","000000009","4",2006,"M","W",0,NA,NA,0,"0",1661.26628524551,1745.5237277295,NA,NA
"000002285","000000005","4",2006,"M","D",1,NA,NA,0,"1",1465.60682180086,1555.89277866741,NA,NA
"000002286","000000008","4",2006,"F","W",0,NA,NA,0,"0",1190.57310839826,1242.78826523494,NA,NA
"000002287","000000008","3",2006,"M","W",0,NA,NA,0,"0",1364.88668003821,1434.56875465778,NA,NA
"000002288","000000009","4",2006,"F","W",0,NA,NA,0,"0",1392.63898515896,1449.13488998297,NA,NA
"000002289","000000005","3",2006,"M","H",0,NA,NA,0,"0",1502.08002854817,1561.28310690487,NA,NA
"000002290","000000008","5",2006,"M","H",1,NA,NA,0,"1",1744.16847201578,1847.58295297586,NA,NA
"000002291","000000008","3",2006,"M","W",0,NA,NA,0,"0",1513.04241729494,1571.17223735724,NA,NA
"000002292","000000006","4",2006,"M","N",2,NA,NA,0,"1",1225.60751395831,1309.31005059837,NA,NA
"000002295","000000006","5",2006,"F","B",0,NA,NA,0,"0",1556.30859855439,1623.46814586967,NA,NA
"000002296","000000006","3",2006,"M","W",2,NA,NA,0,"1",1379.21997336867,1447.6007326546,NA,NA
"000002297","000000005","5",2006,"M","A",0,NA,NA,0,"0",1194.37704267046,1298.76066770815,NA,NA
"000002300","000000004","5",2006,"F","W",0,NA,NA,0,"0",1614.09216580595,1679.24372934528,NA,NA
"000002301","000000006","5",2006,"M","W",0,NA,NA,0,"1",1392.94522040306,1501.37645187433,NA,NA
"000002302","000000002","4",2006,"M","W",0,NA,NA,0,"1",1504.25395188728,1594.9935148943,NA,NA
"000002304","000000006","3",2006,"M","B",0,NA,NA,0,"0",1407.14778720353,1472.288283401,NA,NA
"000002306","000000003","3",2006,"M","W",1,NA,NA,0,"0",1282.47378078126,1359.78378506956,NA,NA
"000002307","000000005","4",2006,"M","H",1,NA,NA,0,"0",1299.0365288613,1381.36722949387,NA,NA
"000002308","000000003","3",2006,"M","W",0,NA,NA,0,"0",1323.81133980555,1397.15955187089,NA,NA
"000002311","000000003","5",2006,"M","B",0,NA,NA,0,"0",1446.79784654411,1552.76914694458,NA,NA
"000002312","000000011","3",2006,"M","W",0,NA,NA,0,"0",1339.73373600012,1411.98701822424,NA,NA
"000002313","000000006","6",2006,"F","B",1,NA,NA,0,"0",1587.80211033554,1632.40112268221,NA,NA
"000002314","000000009","4",2006,"M","H",1,NA,NA,0,"0",1132.16439127873,1220.10579173905,NA,NA
"000002316","000000007","5",2006,"F","W",0,NA,NA,0,"0",1496.59044478569,1572.02327131831,NA,NA
"000002317","000000010","5",2006,"M","B",0,NA,NA,0,"0",1214.7085665251,1319.24492027323,NA,NA
"000002318","000000006","3",2006,"F","H",0,NA,NA,0,"0",1402.59581112841,1435.18670540538,NA,NA
"000002320","000000004","3",2006,"F","W",0,NA,NA,0,"1",1518.66043106166,1542.93908887898,NA,NA
"000002321","000000005","3",2006,"M","D",2,NA,NA,0,"1",1312.63782201276,1383.9110848554,NA,NA
"000002322","000000007","4",2006,"M","H",2,NA,NA,0,"0",1712.52856148503,1796.5181115608,NA,NA
"000002323","000000005","4",2006,"F","B",0,NA,NA,0,"0",1241.82074154877,1292.46152070154,NA,NA
"000002324","000000002","4",2006,"M","W",0,NA,NA,0,"0",1677.38762671993,1761.59398001692,NA,NA
"000002325","000000005","4",2006,"F","B",0,NA,NA,0,"0",1528.09643958001,1583.6486699518,NA,NA
"000002326","000000004","3",2006,"F","W",2,NA,NA,0,"1",1339.73373600012,1378.62884401619,NA,NA
"000002327","000000008","3",2006,"F","W",0,NA,NA,0,"0",1053.95996639015,1093.01521272004,NA,NA
"000002328","000000011","5",2006,"F","W",0,NA,NA,0,"0",1493.21994380367,1569.70971062523,NA,NA
"000002329","000000006","4",2006,"M","H",1,NA,NA,0,"0",1389.20163451051,1477.48370315011,NA,NA
"000002330","000000004","3",2006,"F","H",0,NA,NA,0,"0",1312.63782201276,1350.55291064735,NA,NA
"000002331","000000003","3",2006,"F","W",0,NA,NA,0,"0",1175.63347611623,1221.54673359997,NA,NA
"000002333","000000009","4",2006,"M","W",9,NA,NA,0,"0",1485.31675068392,1575.20949789503,NA,NA
"000002334","000000006","3",2006,"M","B",0,NA,NA,0,"0",1251.63172572835,1332.49887084126,NA,NA
"000002335","000000006","3",2006,"M","H",2,NA,NA,1,"0",1480.95335409636,1542.56982039357,NA,NA
"000002336","000000005","4",2006,"M","W",0,NA,NA,1,"0",1454.36620055258,1544.79543171988,NA,NA
"000002340","000000001","3",2006,"M","W",0,NA,NA,0,"0",1383.92332744753,1451.96236991373,NA,NA
"000002341","000000009","4",2006,"F","B",2,NA,NA,0,"0",1516.71553538673,1573.78589322751,NA,NA
"000002342","000000012","5",2006,"F","W",1,NA,NA,0,"0",1648.61928212541,1714.86656370843,NA,NA
"000002343","000000005","5",2006,"M","A",1,NA,NA,0,"1",1458.05647282829,1563.18347841704,NA,NA
"000002344","000000006","3",2006,"M","H",0,NA,NA,0,"0",1548.54219683544,1604.26801053711,NA,NA
"000002345","000000012","3",2006,"M","W",2,NA,NA,0,"0",1433.85627867082,1496.73433993023,NA,NA
"000002346","000000010","5",2006,"F","W",0,NA,NA,0,"0",1401.66718239265,1479.25880221256,NA,NA
"000002347","000000005","3",2006,"F","H",1,NA,NA,0,"0",1344.9311828478,1383.31211898328,NA,NA
"000002348","000000002","4",2006,"F","W",0,NA,NA,0,"0",1190.57310839826,1242.78826523494,NA,NA
"000002349","000000003","4",2006,"M","W",1,NA,NA,0,"0",1558.32874147521,1644.06497638092,NA,NA
"000002350","000000006","5",2006,"M","H",0,NA,NA,0,"1",1270.10901007036,1375.49329301888,NA,NA
"000002351","000000011","3",2006,"M","A",1,NA,NA,0,"1",1360.00561533151,1430.1847277501,NA,NA
"000002352","000000006","4",2006,"M","W",1,NA,NA,0,"1",1604.915228347,1689.9494159178,NA,NA
"000002353","000000002","3",2006,"M","W",0,NA,NA,0,"0",1507.51914564884,1566.17202707789,NA,NA
"000002354","000000010","4",2006,"M","W",0,NA,NA,0,"0",1761.25699307762,1844.40166248539,NA,NA
"000002355","000000012","3",2006,"F","W",0,NA,NA,0,"0",1605.13348970854,1626.9992757026,NA,NA
"000002356","000000011","5",2006,"F","A",1,NA,NA,0,"0",1744.16847201578,1815.95638590376,NA,NA
"000002358","000000003","5",2006,"M","W",0,NA,NA,0,"0",1480.67083116642,1589.81765039524,NA,NA
"000002359","000000008","3",2006,"M","W",0,NA,NA,0,"0",1480.95335409636,1542.56982039357,NA,NA
"000002362","000000004","5",2006,"M","H",2,NA,NA,0,"0",1508.1816268463,1611.66307096915,NA,NA
"000002363","000000005","5",2006,"M","H",0,NA,NA,0,"0",1473.20262924655,1580.84005487621,NA,NA
"000002365","000000011","4",2006,"M","W",0,NA,NA,0,"0",1427.35820715934,1516.90556229023,NA,NA
"000002368","000000003","3",2006,"M","H",1,NA,NA,0,"1",1262.42615336751,1343.3539201396,NA,NA
"000002369","000000002","4",2006,"M","W",0,NA,NA,0,"0",1520.23771705074,1609.62917935469,NA,NA
"000002371","000000002","3",2006,"F","W",1,NA,NA,0,"0",1684.12440848107,1705.29220283147,NA,NA
"000002373","000000006","4",2006,"M","W",1,NA,NA,0,"1",1617.91827640392,1702.71369108111,NA,NA
"000002375","000000005","4",2006,"M","W",0,NA,NA,0,"0",1439.36096389442,1529.47673664506,NA,NA
"000002376","000000012","6",2006,"M","A",1,NA,NA,0,"0",1540.07831495569,1615.91000291702,NA,NA
"000002377","000000005","3",2006,"M","H",0,NA,NA,0,"0",1513.04241729494,1571.17223735724,NA,NA
"000002379","000000003","4",2006,"F","W",0,NA,NA,0,"0",1837.31430107333,1886.39399095627,NA,NA
"000002381","000000006","3",2006,"M","B",0,NA,NA,0,"1",1507.51914564884,1566.17202707789,NA,NA
"000002383","000000011","5",2006,"F","H",1,NA,NA,0,"0",1372.27816391322,1446.55564190057,NA,NA
"000002384","000000002","3",2006,"M","B",1,NA,NA,0,"0",1444.65313588615,1507.73045352885,NA,NA
"000002385","000000011","5",2006,"F","W",0,NA,NA,0,"0",1789.78913004303,1865.11778098499,NA,NA
"000002388","000000002","5",2006,"F","W",0,NA,NA,0,"0",1871.39638269751,1953.92398771767,NA,NA
"000002392","000000005","3",2006,"F","W",1,NA,NA,0,"0",1393.27042187573,1427.24594811014,NA,NA
"000002393","000000008","4",2006,"F","W",0,NA,NA,0,"0",1524.01581767449,1580.15479303591,NA,NA
"000002394","000000011","3",2006,"M","W",1,NA,NA,0,"1",1589.73960895547,1644.77861426398,NA,NA
"000002395","000000003","5",2006,"F","H",1,NA,NA,0,"0",1416.64651852136,1494.56689069237,NA,NA
"000002396","000000007","5",2006,"F","W",0,NA,NA,0,"1",1625.10196132315,1690.54741938596,NA,NA
"000002397","000000003","3",2006,"M","A",0,NA,NA,0,"0",1092.58807662156,1167.34454649141,NA,NA
"000002398","000000007","5",2006,"M","W",1,NA,NA,0,"0",1332.66362976204,1438.35716717782,NA,NA
"000002399","000000001","5",2006,"M","W",0,NA,NA,0,"1",1630.78258744706,1728.02620199985,NA,NA
"000002400","000000006","6",2006,"M","B",1,NA,NA,0,"0",1556.71345761151,1627.98386126828,NA,NA
"000002401","000000006","3",2006,"M","H",2,NA,NA,0,"0",1776.11626767022,1830.39660838351,NA,NA
"000002402","000000009","3",2006,"F","H",0,NA,NA,0,"1",1684.12440848107,1705.29220283147,NA,NA
"000002403","000000004","5",2006,"F","W",0,NA,NA,0,"0",1446.79784654411,1521.14257987248,NA,NA
"000002404","000000005","3",2006,"M","W",0,NA,NA,0,"1",1437.39590475827,1500.29426438868,NA,NA
"000002405","000000009","3",2006,"F","W",0,NA,NA,0,"0",1053.95996639015,1093.01521272004,NA,NA
"000002406","000000003","4",2006,"M","B",9,NA,NA,0,"0",1495.31139956011,1585.95158870431,NA,NA
"000002407","000000008","3",2006,"M","H",0,NA,NA,0,"0",1251.63172572835,1332.49887084126,NA,NA
"000002409","000000006","3",2006,"F","W",0,NA,NA,0,"0",1262.42615336751,1309.99574593155,NA,NA
"000002411","000000010","3",2006,"M","H",0,NA,NA,1,"0",1674.70408584383,1729.30040782908,NA,NA
"000002412","000000001","5",2006,"M","W",0,NA,NA,0,"1",1530.44464011308,1634.19885110478,NA,NA
"000002413","000000006","4",2006,"F","W",1,NA,NA,0,"0",1513.40267036041,1570.81967221475,NA,NA
"000002414","000000008","5",2006,"F","W",0,NA,NA,0,"1",1588.26044132012,1652.89904894542,NA,NA
"000002415","000000001","4",2006,"F","W",0,NA,NA,0,"0",1392.63898515896,1449.13488998297,NA,NA
"000002416","000000006","3",2006,"M","D",0,NA,NA,0,"0",1597.32035903307,1652.45637332241,NA,NA
"000002417","000000012","4",2006,"F","W",0,NA,NA,0,"0",1443.17721877939,1500.67476890779,NA,NA
"000002418","000000006","4",2006,"M","A",1,NA,NA,0,"0",1485.31675068392,1575.20949789503,NA,NA
"000002419","000000003","4",2006,"F","H",0,NA,NA,0,"0",1669.21258054065,1720.6866754882,NA,NA
"000002420","000000006","5",2006,"M","W",9,NA,NA,0,"0",1194.37704267046,1298.76066770815,NA,NA
"000002421","000000003","3",2006,"F","D",1,NA,NA,0,"0",1290.35745418095,1332.27858902691,NA,NA
"000002422","000000003","3",2006,"F","A",0,NA,NA,0,"0",1175.63347611623,1221.54673359997,NA,NA
"000002424","000000004","4",2006,"M","H",0,NA,NA,0,"0",1598.64679362174,1683.79990664918,NA,NA
"000002425","000000010","6",2006,"F","W",0,NA,NA,0,"0",1397.34765713955,1433.05006910574,NA,NA
"000002426","000000003","5",2006,"M","A",0,NA,NA,0,"0",1636.59057724176,1734.02408678588,NA,NA
"000002427","000000012","3",2006,"M","H",0,NA,NA,0,"1",1240.38030853693,1321.08380908127,NA,NA
"000002428","000000003","4",2006,"F","H",2,NA,NA,1,"0",1532.52618508933,1587.40963028897,NA,NA
"000002429","000000008","4",2006,"M","W",0,NA,NA,0,"1",1454.36620055258,1544.79543171988,NA,NA
"000002430","000000009","4",2006,"F","H",1,NA,NA,0,"0",1356.93001224613,1405.34780349677,NA,NA
"000002432","000000011","3",2006,"F","W",2,NA,NA,0,"0",1524.38377452415,1548.20245540335,NA,NA
"000002433","000000011","3",2006,"F","W",0,NA,NA,0,"0",1216.31965941962,1263.31305245218,NA,NA
"000002434","000000005","4",2006,"M","W",1,NA,NA,0,"0",1631.59932517859,1716.17193416713,NA,NA
"000002435","000000006","3",2006,"M","W",0,NA,NA,0,"1",1465.63054713964,1529.04065976444,NA,NA
"000002436","000000010","5",2006,"M","B",0,NA,NA,0,"0",1539.39520029904,1641.71797329145,NA,NA
"000002437","000000003","4",2006,"M","H",0,NA,NA,0,"0",1427.35820715934,1516.90556229023,NA,NA
"000002438","000000004","3",2006,"M","W",0,NA,NA,0,"0",1491.41190768244,1551.78503550131,NA,NA
"000002439","000000010","5",2006,"F","W",0,NA,NA,0,"0",1573.6158164782,1638.27736071616,NA,NA
"000002440","000000003","5",2006,"M","H",1,NA,NA,0,"0",1850.03692737162,1962.22404218253,NA,NA
"000002441","000000007","4",2006,"M","W",0,NA,NA,0,"0",1547.69997064083,1633.49778130289,NA,NA
"000002442","000000006","3",2006,"F","H",0,NA,NA,0,"0",1407.14778720353,1438.93010919294,NA,NA
"000002445","000000005","3",2006,"F","W",1,NA,NA,0,"0",1360.00561533151,1396.82655354205,NA,NA
"000002446","000000006","3",2006,"F","B",1,NA,NA,0,"0",1475.77619609525,1504.67629638227,NA,NA
"000002447","000000003","5",2006,"M","D",1,NA,NA,0,"0",1588.26044132012,1684.52561601753,NA,NA
"000002448","000000011","5",2006,"M","B",0,NA,NA,0,"1",1487.62140764051,1596.89447154954,NA,NA
"000002451","000000010","3",2006,"M","W",0,NA,NA,0,"0",1033.56712693982,1104.59632713297,NA,NA
"000002452","000000009","4",2006,"F","W",0,NA,NA,0,"0",1405.17052513953,1462.44631465504,NA,NA
"000002453","000000012","4",2006,"F","B",0,NA,NA,0,"1",1190.57310839826,1242.78826523494,NA,NA
"000002454","000000002","3",2006,"M","W",0,NA,NA,0,"1",1568.28576655816,1623.4138664365,NA,NA
"000002456","000000006","5",2006,"F","H",1,NA,NA,1,"0",1533.39331720096,1605.14489650316,NA,NA
"000002458","000000012","5",2006,"M","B",0,NA,NA,0,"0",1446.79784654411,1552.76914694458,NA,NA
"000002459","000000003","4",2006,"F","H",1,NA,NA,1,"0",1604.915228347,1657.2026370443,NA,NA
"000002462","000000006","5",2006,"M","A",0,NA,NA,0,"0",1681.45600850552,1780.84961961395,NA,NA
"000002463","000000003","4",2006,"M","H",0,NA,NA,0,"0",1542.49170873105,1628.66197634114,NA,NA
"000002464","000000005","4",2006,"M","W",0,NA,NA,0,"1",1257.22275797192,1340.32144626685,NA,NA
"000002465","000000006","4",2006,"M","A",0,NA,NA,0,"0",1507.21848093272,1597.84247154501,NA,NA
"000002466","000000010","4",2006,"F","W",0,NA,NA,0,"0",1598.64679362174,1651.05312777569,NA,NA
"000002467","000000004","5",2006,"M","W",0,NA,NA,0,"0",1480.67083116642,1589.81765039524,NA,NA
"000002468","000000010","3",2006,"F","W",1,NA,NA,0,"1",1575.23290029319,1596.91269749787,NA,NA
"000002471","000000003","4",2006,"M","H",0,NA,NA,0,"0",1458.07931665889,1548.4989697513,NA,NA
"000002472","000000009","4",2006,"M","W",1,NA,NA,0,"0",1782.07601100205,1864.84415618764,NA,NA
"000002473","000000005","4",2006,"F","H",0,NA,NA,0,"1",1461.81918542741,1519.44473053945,NA,NA
"000002476","000000006","6",2006,"M","A",0,NA,NA,0,"0",1517.38475170331,1589.70464609903,NA,NA
"000002477","000000008","4",2006,"F","W",0,NA,NA,0,"0",1311.66868923898,1361.0172651721,NA,NA
"000002478","000000004","6",2006,"M","W",0,NA,NA,0,"0",1439.6341882889,1499.67391382912,NA,NA
"000002479","000000002","4",2006,"M","W",1,NA,NA,0,"0",1685.79988816972,1770.01628040139,NA,NA
"000002480","000000006","4",2006,"M","B",2,NA,NA,0,"1",1501.31233019139,1592.09244824402,NA,NA
"000002481","000000004","5",2006,"F","W",1,NA,NA,1,"0",1839.59248479813,1919.21023639891,NA,NA
"000002482","000000006","3",2006,"F","B",0,NA,NA,0,"0",1723.39954221049,1744.36318564094,NA,NA
"000002483","000000009","3",2006,"F","B",0,NA,NA,0,"0",1621.49158192699,1643.2731684525,NA,NA
"000002484","000000010","4",2006,"M","W",1,NA,NA,0,"1",1414.08314850637,1502.90772635792,NA,NA
"000002485","000000003","4",2006,"M","H",1,NA,NA,1,"0",1405.17052513953,1495.19309352854,NA,NA
"000002486","000000011","5",2006,"M","W",0,NA,NA,0,"0",1401.66718239265,1510.88536928467,NA,NA
"000002487","000000005","3",2006,"M","H",2,NA,NA,0,"0",1407.14778720353,1472.288283401,NA,NA
"000002488","000000006","5",2006,"F","B",1,NA,NA,0,"0",1603.49992212649,1668.41391621201,NA,NA
"000002489","000000003","5",2006,"M","A",0,NA,NA,0,"0",1360.02965154888,1465.49736373792,NA,NA
"000002490","000000005","5",2006,"F","W",0,NA,NA,0,"0",1654.85531435527,1721.35585626199,NA,NA
"000002491","000000012","6",2006,"M","W",0,NA,NA,0,"0",1691.69075624847,1767.60443339129,NA,NA
"000002493","000000010","4",2006,"F","H",0,NA,NA,0,"0",1563.76617917259,1616.71710516538,NA,NA
"000002496","000000009","3",2006,"F","W",0,NA,NA,1,"0",1561.52866312031,1583.44523050658,NA,NA
"000002497","000000006","4",2006,"F","H",0,NA,NA,0,"0",1741.18929429123,1791.94715730275,NA,NA
"000002498","000000006","3",2006,"M","H",0,NA,NA,0,"1",1296.67208702779,1370.33607099363,NA,NA
"000002500","000000002","4",2006,"M","W",0,NA,NA,0,"1",1431.47247302714,1521.2384718621,NA,NA
"000002502","000000009","4",2006,"F","W",0,NA,NA,0,"0",1225.60751395831,1276.56327172487,NA,NA
"000002504","000000005","5",2006,"M","D",1,NA,NA,0,"0",1527.49369347178,1631.49801058305,NA,NA
"000002505","000000003","3",2006,"M","W",1,NA,NA,1,"0",1329.02788645763,1402.2489512147,NA,NA
"000002506","000000012","3",2006,"M","W",1,NA,NA,1,"0",1597.32035903307,1652.45637332241,NA,NA
"000002507","000000006","5",2006,"M","W",0,NA,NA,0,"0",1542.50407510052,1644.18485500164,NA,NA
"000002508","000000007","5",2006,"M","W",0,NA,NA,0,"0",1727.1691881735,1829.3778262017,NA,NA
"000002509","000000003","6",2006,"F","H",1,NA,NA,0,"0",1591.20591345109,1635.45113070059,NA,NA
"000002510","000000006","3",2006,"M","W",2,NA,NA,0,"1",1411.43960893598,1475.91578624477,NA,NA
"000002511","000000001","3",2006,"F","W",1,NA,NA,0,"1",1369.71031663358,1405.56305446924,NA,NA
"000002512","000000004","5",2006,"M","W",0,NA,NA,0,"0",1573.6158164782,1669.90392778827,NA,NA
"000002513","000000006","4",2006,"F","W",1,NA,NA,0,"0",1299.0365288613,1348.62045062038,NA,NA
"000002514","000000005","5",2006,"F","B",9,NA,NA,0,"1",1871.39638269751,1953.92398771767,NA,NA
"000002516","000000002","3",2006,"M","W",9,NA,NA,0,"0",1033.56712693982,1104.59632713297,NA,NA
"000002517","000000002","4",2006,"M","W",0,NA,NA,0,"1",1450.65882216573,1541.06116735612,NA,NA
"000002518","000000001","5",2006,"F","W",1,NA,NA,0,"0",1839.59248479813,1919.21023639891,NA,NA
"000002519","000000003","4",2006,"M","W",1,NA,NA,0,"0",1373.91628096448,1457.57619069857,NA,NA
"000002520","000000002","4",2006,"M","W",0,NA,NA,0,"0",1423.10257441178,1512.40383064798,NA,NA
"000002522","000000006","4",2006,"F","W",0,NA,NA,0,"1",1323.72713276122,1372.84457600795,NA,NA
"000002523","000000003","3",2006,"M","H",1,NA,NA,1,"1",1339.73373600012,1411.98701822424,NA,NA
"000002524","000000009","4",2006,"F","W",0,NA,NA,0,"0",1446.93616655558,1504.52966982395,NA,NA
"000002526","000000007","3",2006,"F","W",2,NA,NA,0,"0",1613.18958855706,1635.05725867489,NA,NA
"000002527","000000009","3",2006,"F","W",0,NA,NA,0,"0",1189.87051386025,1236.26105906617,NA,NA
"000002528","000000006","3",2006,"F","W",1,NA,NA,0,"0",1053.95996639015,1093.01521272004,NA,NA
"000002529","000000001","4",2006,"M","W",0,NA,NA,0,"0",1477.46648597836,1567.24624361341,NA,NA
"000002531","000000003","5",2006,"M","B",1,NA,NA,0,"0",1850.03692737162,1962.22404218253,NA,NA
"000002532","000000003","4",2006,"M","W",0,NA,NA,0,"0",1366.2795242421,1448.08219561916,NA,NA
"000002534","000000005","3",2006,"F","W",0,NA,NA,0,"0",1491.41190768244,1518.42686129326,NA,NA
"000002535","000000002","6",2006,"M","W",0,NA,NA,0,"0",1792.20903156095,1888.79258398416,NA,NA
"000002536","000000005","5",2006,"F","H",1,NA,NA,0,"0",1648.61928212541,1714.86656370843,NA,NA
"000002537","000000009","3",2006,"M","W",0,NA,NA,0,"0",1568.28576655816,1623.4138664365,NA,NA
"000002538","000000003","4",2006,"M","H",1,NA,NA,0,"0",1513.40267036041,1603.56645108825,NA,NA
"000002539","000000009","3",2006,"M","W",2,NA,NA,0,"0",1589.73960895547,1644.77861426398,NA,NA
"000002540","000000011","4",2006,"M","W",0,NA,NA,0,"0",1558.32874147521,1644.06497638092,NA,NA
"000002542","000000003","3",2006,"F","W",0,NA,NA,0,"0",1312.63782201276,1350.55291064735,NA,NA
"000002543","000000002","5",2006,"F","W",1,NA,NA,0,"0",1711.07481840696,1780.58149080501,NA,NA
"000002544","000000002","4",2006,"M","W",0,NA,NA,0,"0",1465.60682180086,1555.89277866741,NA,NA
"000002545","000000005","4",2006,"M","B",1,NA,NA,0,"0",1225.60751395831,1309.31005059837,NA,NA
"000002546","000000011","4",2006,"M","W",0,NA,NA,0,"1",1513.40267036041,1603.56645108825,NA,NA
"000002549","000000012","6",2006,"F","W",0,NA,NA,0,"0",1763.8116176698,1822.44144965533,NA,NA
"000002550","000000001","5",2006,"F","W",0,NA,NA,0,"0",1654.85531435527,1721.35585626199,NA,NA
"000002551","000000006","4",2006,"M","W",2,NA,NA,0,"0",1524.01581767449,1612.90157190941,NA,NA
"000002552","000000010","5",2006,"M","W",2,NA,NA,0,"0",1688.55861620306,1788.33925856265,NA,NA
"000002553","000000006","3",2006,"F","W",0,NA,NA,0,"0",1444.65313588615,1474.37227932079,NA,NA
"000002554","000000001","4",2006,"M","W",2,NA,NA,0,"0",1392.63898515896,1481.88166885647,NA,NA
"000002555","000000012","6",2006,"F","W",1,NA,NA,0,"0",1556.71345761151,1595.80163321425,NA,NA
"000002556","000000009","5",2006,"M","B",2,NA,NA,1,"0",1490.26157446042,1599.10398652879,NA,NA
"000002557","000000003","4",2006,"M","H",9,NA,NA,0,"0",1761.25699307762,1844.40166248539,NA,NA
"000002558","000000006","4",2006,"M","H",0,NA,NA,1,"0",1547.69997064083,1633.49778130289,NA,NA
"000002559","000000003","3",2006,"M","B",1,NA,NA,0,"0",1491.41190768244,1551.78503550131,NA,NA
"000002560","000000006","3",2006,"F","W",0,NA,NA,0,"0",1309.40054681427,1347.31104106838,NA,NA
"000002561","000000005","4",2006,"F","H",0,NA,NA,1,"0",1498.34701352301,1556.34689366057,NA,NA
"000002562","000000002","4",2006,"F","W",0,NA,NA,0,"0",1285.78315276581,1335.61030062511,NA,NA
"000002563","000000010","3",2006,"F","W",0,NA,NA,0,"0",1203.4170044549,1250.15669206206,NA,NA
"000002564","000000002","4",2006,"M","W",0,NA,NA,0,"0",1598.64679362174,1683.79990664918,NA,NA
